Account Name,Account Number,Account Type,National Account,Brand,Branch,Main Phone,Account Executive,Last Billed On,Address 1: Street 1,Address 1: Street 2,Address 1: City,Address 1: ZIP/Postal Code
Thrift Books,559975,Prospect,No,ProLogistix,"St. Louis, MO",(314) 255-1706,Matt Biehl,,2337 Centerline Industrial Dr.,,Saint Louis,63146
Thyssenkrupp,674031,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,2047 Westport Center Dr,,Saint Louis,63146
ThyssenKrupp-TKI,557168,Prospect,Yes,ProLogistix,"St. Louis, MO",(636) 639-1348,Matt Biehl,,140 Enterprise Dr,,Wentzville,63385
Tiemann Industrial Supply,725614,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,2811 Clark Ave,,Saint Louis,63103
Tiger Logistics,620121,Prospect,No,ProLogistix,"St. Louis, MO",,CRMADMIN Admin,,16305 Swingley Rdge rd suite 200 Chesterfield,,Chesterfield,63017
Tiger Logistics,602121,Prospect,No,ProLogistix,"St. Louis, MO",3147375684,Matt Biehl,1/19/20,9450 Aero Space Dr,,Saint Louis,63134
Tony Prince Company,638319,Prospect,No,ProLogistix,"St. Louis, MO",(314) 666-3193,Matt Biehl,,1531A Fairview Ave,,Saint Louis,63132
Top Notch Distributors,511847,Prospect,No,ProLogistix,"St. Louis, MO",8002334210,House Account,7/1/18,3906 Ventures Way,,Earth City,63045
Totall Metal Recycling,607815,Prospect,No,ProLogistix,"St. Louis, MO",(618) 877-0585,Matt Biehl,,2700 Missouri Ave,,Granite City,62040
Trane,512819,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 301-6000,Matt Biehl,,20 Corporate Woods Drive,,Bridgeton,63044
Treat Planet,624296,Customer,No,ProLogistix,"St. Louis, MO",3147374541,Matt Biehl,12/16/18,3159 Rider Trail South,,Earth City,63045
Trg,203462,Prospect,,ProLogistix,"St. Louis, MO",(314) 264-9300,CRMADMIN Admin,,13338 Lakefront Dr,,EARTH CITY,63045
TricorBraun,591931,Prospect,No,ProLogistix,"St. Louis, MO",(314) 569-3633,Matt Biehl,,8212 Lackland Rd,,Saint Louis,63114
Trilogy Warehouse Partners,513262,Prospect,No,ProLogistix,"St. Louis, MO",6367575070,House Account,10/18/20,18249 Quarry Road,,Warrenton,63383
Trinity Packaging,637175,Prospect,No,ProLogistix,"St. Louis, MO",(636) 724-1744,Matt Biehl,,1358 Charlestown Industrial Dr,,Saint Charles,63303
Tri-Pro Graphics & Packaging,586027,Prospect,No,ProLogistix,"St. Louis, MO",(636) 343-8222,Matt Biehl,,1550 Ocello Dr,,Fenton,63026
Trover Co,554743,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,9781 Green Park Industrial Dr,,Saint Louis,63123
True Fitness,583132,Customer,No,ProLogistix,"St. Louis, MO",8004266570,Matt Biehl,6/25/17,865 Hoff Rd,,O Fallon,63366
Two Rivers Medical,230489,Customer,,ProLogistix,"St. Louis, MO",(636) 723-2415,House Account,10/21/12,3088 Elm Point Industrial Dr,,SAINT CHARLES,63302
U.S. Venture,697717,Prospect,No,ProLogistix,"St. Louis, MO",(314) 298-3401,Craig Carmody,,13881 Corporate Woods Trail,,Bridgeton,63044
UBC Group,647176,Prospect,No,ProLogistix,"St. Louis, MO",(888) 808-9286,Matt Biehl,,65 North Central Dr,,O Fallon,63366
UniGroup,618851,Prospect,No,ProLogistix,"St. Louis, MO",(800) 227-8427,Matt Biehl,,1 Premier Dr,,Fenton,63026
Unisource,400922,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 919-1800,House Account,6/29/14,8195 Lackland Blvd,,St. Louis,63114
United Bags,556856,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,1355 N Warson Rd,,Saint Louis,63132
United Carpet,407065,Customer,No,ProLogistix,"St. Louis, MO",(314) 567-3771 x300,House Account,,5434 Eagle Industrial ct,,Hazelwood,63042
United Fruit & Produce,510126,Prospect,No,ProLogistix,"St. Louis, MO",(314) 620-9440,Matt Biehl,,55 Produce Row,,Saint Louis,63102
United Fulfillment Solutions,559757,Prospect,No,ProLogistix,"St. Louis, MO",(314) 894-3200,Matt Biehl,,423 Bussen Underground Rd,,Saint Louis,63129
United Pet Group,229075,Prospect,,ProLogistix,"St. Louis, MO",(314) 253-5927,House Account,11/1/15,4015 Corporate Lakeview Drive,,Edwardsville,62025
United Pet Group Bridgeton,407926,Customer,No,ProLogistix,"St. Louis, MO",3142535927,House Account,12/23/18,13260 Corporate Exchange Dr,,Bridgeton,63044
United Pet Group EDW,661517,Customer,No,ProLogistix,"St. Louis, MO",(618) 251-3500,House Account,12/24/18,4015 Corporate Lakeview Drive,,Edwardsville,62025
United States Aluminum,215733,Prospect,,ProLogistix,"St. Louis, MO",(314) 997-5112,CRMADMIN Admin,,11621 Fairgrove Ind. Blvd,,MARYLAND HEIGHTS,63043
United Stationers,215864,Prospect,,ProLogistix,"St. Louis, MO",(618) 664-3090,CRMADMIN Admin,,2000 Wolf Industrial Park,,GREENVILLE,62246
Universal Lubricants,558575,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-7107,Matt Biehl,,5602 Anglum Ct,,Hazelwood,63042
Universal Storage,512401,Prospect,No,ProLogistix,"St. Louis, MO",(314) 772-4812,Matt Biehl,,400 Shenandoah Ave,,Saint Louis,63104
Universal Windows Direct,684748,Prospect,No,ProLogistix,"St. Louis, MO",(314) 878-0300,Craig Carmody,,,,Saint Louis,63146
Unlimited Services,668817,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,9215 RIverview Dr,,Saint Louis,63137
Unlimited Services,412696,Customer,No,ProLogistix,"St. Louis, MO",(314) 867-0057,House Account,,9215 Riverview,,Saint Louis,63137
UPS,619866,Prospect,No,ProLogistix,"St. Louis, MO",(800) 742-5877,Matt Biehl,,13818 North Rider Trail,,Earth City,63045
UPS/IQN/Fenton MO,409344,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,4/5/20,120 Matrix Commons Drive,Suite 3,Fenton,63026
Urban Chestnut,512002,Prospect,No,ProLogistix,"St. Louis, MO",(314) 222-0143,Matt Biehl,,4465 Manchester Ave,,Saint Louis,63110
US Army Media Distribution center,699527,Prospect,No,ProLogistix,"St. Louis, MO",(314) 263-7305,Craig Carmody,,1655 Woodson Rd,,Saint Louis,63114
US Army Publications Distribution Center,646736,Prospect,No,ProLogistix,"St. Louis, MO",(314) 582-0900,Matt Biehl,,1655 Woodson Rd,,Saint Louis,63114
US AutoForce,403178,Prospect,No,ProLogistix,"St. Louis, MO",9208318898,House Account,8/20/17,13881 Corporate Woods Trail,,Bridgeton,63044
US Foods,684749,Prospect,No,ProLogistix,"St. Louis, MO",(800) 888-4855,Craig Carmody,,,,Saint Louis,63114
US Pack,616325,Prospect,No,ProLogistix,"St. Louis, MO",(314) 832-6008,Matt Biehl,,4550 Gustine Ave,,Saint Louis,63116
USPS Distribution Center,594821,Prospect,No,ProLogistix,"St. Louis, MO",(314) 895-9254,Matt Biehl,,,,Hazelwood,63042
UTI Integrated Logistics,209010,Customer,,ProLogistix,"St. Louis, MO",(618) 931-3571,Jennifer Kirchhoefer,10/23/11,3199 Westway Drive,,EDWARDSVILLE,62025
Valicor,725225,Customer,No,ProLogistix,"St. Louis, MO",,Matt Biehl,9/13/20,5450 Brown Ave,,Saint Louis,63120
Vallen,587101,Prospect,No,ProLogistix,"St. Louis, MO",3149970600,Matt Biehl,6/11/17,1127 N Warson St,,Saint Louis,63132
Valley Industries,638442,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,143 B James McDonnell Blvd,,Hazelwood,63042
Vanguard Packaging,707132,Prospect,No,ProLogistix,"St. Louis, MO",3149916788,Craig Carmody,,11697 Lakeside Crossing Ct,,Saint Louis,63146
Vat19,644225,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,11783 Bowman Dr,,Saint Louis,63146
Veritiv,513539,Customer,Yes,ProLogistix,"St. Louis, MO",3149191800,Matt Biehl,2/3/19,8195 Lackland Rd,,Saint Louis,63114
Vesuvius CG,424566,Prospect,No,ProLogistix,"St. Louis, MO",(708) 898-5905,Jennifer Kirchhoefer,,333 State Street,,Granite City,62040
Victorinox,490187,Prospect,No,ProLogistix,"St. Louis, MO",(314) 264-9300,Matt Biehl,,13890 Corporate Woods Trail,,Bridgeton,63044
Victory Packaging,521515,Prospect,No,ProLogistix,"St. Louis, MO",(636) 443-0777,Matt Biehl,,3861 Fountain Lakes Pkwy E,,Saint Charles,63301
Victory Packaging,203464,Customer,,ProLogistix,"St. Louis, MO",(800) 844-5244,Jennifer Kirchhoefer,2/17/13,3861 Fountain Lakes Pky E,,SAINT CHARLES,63301
Vi-Jon,203437,Customer,No,ProLogistix,"St. Louis, MO",3144271000,House Account,11/22/20,8515 Page Ave,,Saint Louis,63114
Viking Supplynet,411559,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-4800,House Account,,1600 Park 370 Place Ste 1,,Hazelwood,63042
Viking SupplyNet,538407,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 291-4880,Matt Biehl,9/11/16,1600 Park 370 Place Ste 10,,Hazelwood,63042
Villa Lighting,411556,Prospect,No,ProLogistix,"St. Louis, MO",(314) 531-2600,House Account,,2929 Chouteau Ave,,Saint Louis,63103
Villa Lighting,553496,Prospect,No,ProLogistix,"St. Louis, MO",(800) 325-0963,Matt Biehl,,2929 Chouteau Ave,,Saint Louis,63103
VIP Distributing Co,621645,Prospect,No,ProLogistix,"St. Louis, MO",(866) 656-6024,Matt Biehl,,1424 Ashby Rd,,Saint Louis,63132
Virbac,408810,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-6720 x117,House Account,,13001 St. Charles Rock Rd,,Bridgeton,63044
Vistar,704595,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,109 Fountain Lakes Blvd,,Saint Charles,63301
Vitro Seating,510118,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-2265,Matt Biehl,,201 Madison St,,Saint Louis,63102
Walgreens Distribution Center,661265,Prospect,Yes,ProLogistix,"St. Louis, MO",(618) 219-3670,House Account,12/17/18,28 Gateway Commerce Center Drive West,,Edwardsville,62025
Walmart,710783,Prospect,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,,11900 St Charles Rock Rd,,Bridgeton,63044
Walsh & Associates Inc,596154,Prospect,No,ProLogistix,"St. Louis, MO",(314) 781-2520,Matt Biehl,,1400 Macklind Ave,,Saint Louis,63110
Watco,596196,Prospect,No,ProLogistix,"St. Louis, MO",(314) 772-4929,Matt Biehl,,1221 S 39th St,,Saint Louis,63110
Waters of America,407624,Prospect,No,ProLogistix,"St. Louis, MO",(314) 809-9053,House Account,,7359 Hazelwood Blvd,,Hazelwood,63042
Watlow Electric/St. Louis,687200,Prospect,No,ProLogistix,"St. Louis, MO",(314) 878-4600,Craig Carmody,,12001 Lackland Rd,,Saint Louis,63136
"Wayfair - Hazelwood, MO",665300,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,8/15/21,4 Copley Place,,Boston,02116
Wee Ones,732406,Customer,No,ProLogistix,"St. Louis, MO",6364416301,Will Skowyra,8/1/21,13601 Lakefront Drive,,Earth City,63045
"Weekends Only, Inc",493043,Customer,No,ProLogistix,"St. Louis, MO",3144471500,Matt Biehl,12/3/17,349 Marshall Ave Ste 300,,Saint Louis,63119
Weinhardt Party Rentals,646007,Prospect,No,ProLogistix,"St. Louis, MO",(314) 822-9000,Matt Biehl,,5901 Elizabeth Ave,,Saint Louis,63110
Weissman Dancewear Solutions,600633,Prospect,No,ProLogistix,"St. Louis, MO",(314) 773-9000 x1300,Matt Biehl,,6750 Manchester Ave,,Saint Louis,63139
Wellfit Parts International,552679,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-5550,Matt Biehl,,5555 Phantom Dr,,Hazelwood,63042
Wesco Aircraft,553233,Prospect,No,ProLogistix,"St. Louis, MO",(314) 890-0399,Matt Biehl,,1446 Ashby Rd,,Saint Louis,63132
"Wesgarde Components Group, Inc",552109,Prospect,No,ProLogistix,"St. Louis, MO",6366971870,House Account,10/14/18,50 Kelly Blvd # 62,,Saint Peters,63376
WestRock(Edwardsville IL),422439,Prospect,Yes,ProLogistix,"St. Louis, MO",(618) 931-0583,House Account,10/18/15,3101 Westway Dr,,Edwardsville,62025
Whatever It Takes,627025,Prospect,No,ProLogistix,"St. Louis, MO",(314) 733-0003,Matt Biehl,,1525 Fairview Ave,,Saint Louis,63132
Whitney Design,206990,Customer,,ProLogistix,"St. Louis, MO",(314) 428-5657,CRMADMIN Admin,8/17/08,Whitney Design,5895 N Lindbergh Blvd,HAZELWOOD,63042
Wholesale Plumbing Supply,600628,Prospect,No,ProLogistix,"St. Louis, MO",(636) 255-9900,Matt Biehl,,2080 Exchange Dr,,Saint Charles,63303
Wikoff Color,698646,Prospect,No,ProLogistix,"St. Louis, MO",(636) 343-0304,Craig Carmody,,1648 Manufacturers Dr,,Fenton,63026
Williams Paper Co,606539,Prospect,No,ProLogistix,"St. Louis, MO",(314) 381-2006,Matt Biehl,,3914 Union Blvd,,Saint Louis,63115
Wilson Lighting,743586,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,909 S Brentwood Blvd,,Saint Louis,63105
WIN Warehouse,582944,Customer,No,ProLogistix,"St. Louis, MO",3143857120,Matt Biehl,10/11/20,5100 San Francisco Ave,,Saint Louis,63115
Wineshipping.com LLC,595391,Customer,No,ProLogistix,"St. Louis, MO",3149932640,Jacob Taylor,4/21/19,11439 Moog Dr,,Saint Louis,63146
Wise Safety & Environmental,643502,Prospect,No,ProLogistix,"St. Louis, MO",(314) 428-3100,Matt Biehl,,1012 Linpage Pl,,Saint Louis,63132
Wolff Shoe Co,554737,Prospect,No,ProLogistix,"St. Louis, MO",(636) 343-7770,Matt Biehl,,1705 Larkin Williams Rd,,Fenton,63026
World Wide Technology,552397,Prospect,No,ProLogistix,"St. Louis, MO",(314) 569-7000,Matt Biehl,,60 Weldon Pkwy,,Maryland Heights,63043
Worldpac,611081,Prospect,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,,10230 Page Industrial Blvd,,Saint Louis,63132
XPO Last Mile/Hazelwood MO,562581,Customer,Yes,ProLogistix,"St. Louis, MO",7089908881,Matt Biehl,4/16/17,11733 Dunlap Industrial Drive,,Maryland Heights,63043
XPO Logistics LTL,644073,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 381-1752,Matt Biehl,,8390 Hall St,,Saint Louis,63147
XPO Logistics/ IKEA,641886,Prospect,No,ProLogistix,"St. Louis, MO",(314) 334-8570,Matt Biehl,,1602 Park 370 Ct,,Hazelwood,63042
XPO Logistics/Prestige Brands,672528,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,4702 Park 370 Blvd,,Hazelwood,63042
XPOVMS/SC/SchnucksDry/Kinlock,520153,Prospect,Yes,ProLogistix,"St. Louis, MO",3147390443,House Account,6/11/17,8500 Scudder Rd,,Saint Louis,63140
XPOVMS/SC410217/PrestigeBrands,438427,Prospect,Yes,ProLogistix,"St. Louis, MO",3149425010,House Account,1/22/17,4702 Park 370 blvd,,Hazelwood,63042
XPOVMS/SC82050/SchnucksFrozen,491778,Prospect,Yes,ProLogistix,"St. Louis, MO",3144282871,House Account,2/5/17,8525 Page Avenue,,Saint Louis,63114
XPOVMS/SC82060/SchnucksDry,492230,Prospect,Yes,ProLogistix,"St. Louis, MO",3144944035,House Account,3/5/17,1605 Park 370 Blvd,,Hazelwood,63042
Xpress Global Systems,559964,Prospect,No,ProLogistix,"St. Louis, MO",(314) 895-9479,Matt Biehl,,11417 Moog Dr,,Saint Louis,63146
"Yoh/Owens & Minor/Edwardsville, IL",661432,Customer,Yes,ProLogistix,"St. Louis, MO",(618) 931-4396,Matt Biehl,7/16/18,15 Gateway Commerce Center Dr W,,Edwardsville,62025
"Yoh/Owens & Minor/Edwardsville, IL",661448,Customer,Yes,ProLogistix,"St. Louis, MO",(618) 931-4396,Matt Biehl,7/16/18,15 Gateway Commerce Center Dr W,,Edwardsville,62025
York,556854,Prospect,No,ProLogistix,"St. Louis, MO",(314) 567-5680,Matt Biehl,,2336 Ball Dr,,Saint Louis,63146
Zipp Express,559770,Customer,No,ProLogistix,"St. Louis, MO",3148428877,Will Skowyra,6/20/21,13652 Lakefront Dr,,Earth City,63045
Amsted Rail Company,777635,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",6182256471,Matt Biehl,,1700 Walnut St,,Granite City,62040
Basler Electric Company,788628,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",6186542341,Cody Hale,,12570 Rte 143,,Highland,62249
Handicare,789927,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",3142198614,Matt Biehl,,Handicare 10888 Metro Court,,Maryland Heights,63043
International Paper,787195,Customer,Yes,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",(314) 679-6509,Matt Biehl,4/29/24,5300 Bircher Boulevard,,Saint Louis,63120
Keg1 MO,788314,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",(314) 874-0418,Jacob Taylor,10/26/25,3201 Rider Trail South,,Earth City,63045
Mac Medical,776630,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",6184763550,Cody Hale,6/25/23,820 South Mulberry Street,,Millstadt,62260
"Natoli Engineering Company, Inc.",788130,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",6369268900,House Account,,28 Research Park Circle,,Saint Charles,63304
Williams Patent Crusher and Pulverizer,776977,Customer,No,ResourceMFG,"St. Louis, MO  Direct Hire - RMFG",,Matt Biehl,,2701 North Broadway,,Saint Louis,63102
48 Forty-St. Louis,798501,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",,Jacob Taylor,,4232 Planned Industrial Drive,,Saint Louis,63120
Abbott Tool & Die,799885,Prospect,No,ProLogistix,"St. Louis, MO - PLX",6362402723,Jacob Taylor,,920 Lone Star Dr,,O Fallon,63366
ABC Supply-O'Fallon,798424,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",3145815719,Jacob Taylor,11/9/25,601 Cannonball Lane,,O Fallon,63366
Acro/USFoods/St. Louis MO,788063,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(800) 888-4855,Matt Biehl,4/7/24,8543 Page Ave Street,,Saint Louis,63114
"Allegis/Trane/Earth City, MO",789964,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",3145139322,Matt Biehl,7/20/25,3661 Corporate Trail Drive,,Earth City,63045
Almo,790450,Customer,No,ProLogistix,"St. Louis, MO - PLX",8003452566,Matt Biehl,,125 Fountain Lakes Industrial Drive,,Saint Charles,63301
AMI Group,788065,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(678) 231-3817,Robert Bencko,10/16/23,8725 Scudder Rd.,,Saint Louis,63140
Andy Wurm Tire,793132,Customer,No,ProLogistix,"St. Louis, MO - PLX",3145223040,Joseph Nolde,,201 South Florissant Road,,Saint Louis,63135
Architectural Granite & Marble,788079,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 995-7263,Matt Biehl,5/4/25,1200 Andes Blvd,,Saint Louis,63132
B2B Renew,799180,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 941-1843,Jacob Taylor,11/9/25,182 Corporate Woods Court,,Bridgeton,63044
"Beeline/Home Depot/St. Louis, MO",788074,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",3143885955,House Account,8/17/25,9215 Riverview Dr,,Saint Louis,63137
"Beeline/KDP/Hazelwood, MO",788059,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(877) 208-9991,Matt Biehl,6/16/24,555 James S McDonnell Blvd,,Hazelwood,63042
"Boxes, LLC",791184,Prospect,No,ProLogistix,"St. Louis, MO - PLX",3147812600,Jacob Taylor,,111 Boulder Industrial Dr,,Bridgeton,63044
Bradley Industries,800121,Customer,No,ProLogistix,"St. Louis, MO - PLX",6364984881,Jacob Taylor,11/9/25,1414 Hoff Industrial Drive,,O Fallon,63366
Capstone Logistics,788066,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(770) 414-1929,Matt Biehl,11/9/25,8949 Springdale Avenue,,Saint Louis,63134
Clopay Corporation,788075,Customer,No,ProLogistix,"St. Louis, MO - PLX",3142987788,Jacob Taylor,9/28/25,13830 Parks Steed Drive,,Earth City,63045
Comprehensive logistics,797597,Prospect,No,ProLogistix,"St. Louis, MO - PLX",6368872105,Jacob Taylor,,2 Silvercote Drive,,Wentzville,63385
"DWS/OnTrac/Hazelwood, MO",790473,Prospect,Yes,ProLogistix,"St. Louis, MO - PLX",(587) 817-2380,Matt Biehl,,352 Hazelwood Logistics Center Drive,,Hazelwood,63042
Eagle Drayage & Warehouse Co,790755,Prospect,No,ProLogistix,"St. Louis, MO - PLX",3145758440,Matt Biehl,,4350 Semple Avenue,,Saint Louis,63120
Eisen Panel Group,797173,Prospect,No,ProLogistix,"St. Louis, MO - PLX",6367570217,Jacob Taylor,,3300 Panel Way,,Saint Charles,63301
Etrailer,791587,Prospect,No,ProLogistix,"St. Louis, MO - PLX",6368879512,Matt Biehl,,1507 State Highway A,,Wentzville,63385
EveryMarket,790752,Customer,No,ProLogistix,"St. Louis, MO - PLX",6362909132,Matt Biehl,,2101 East Terra Lane,,O Fallon,63366
"FedEx Supply Chain/GSK/Hazelwood, MO",788078,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(317) 821-5117,Matt Biehl,1/19/25,6068 Aviator Drive,,Hazelwood,63042
Fidelitone/ Hazelwood/ MO,788072,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(800) 475-0917,Matt Biehl,11/9/25,4690 Tradeport Industrial Court Ste 800,,Hazelwood,63042
Fletcher-Reinhardt Company,796402,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 506-0700,Jacob Taylor,11/9/25,3105 Corporate Exchange Court,,Bridgeton,63044
Foster Hose & Fittings,796183,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 308-5751,Jacob Taylor,10/26/25,4329 Green Ash Drive,,Earth City,63045
FW Logistics- IL,793930,Prospect,No,ProLogistix,"St. Louis, MO - PLX",6184828757,Austin Pesek,,4300 Church Road,,East Saint Louis,62207
"GEODIS/Beeline/Schneider Electric/Granite City, IL",790747,Prospect,Yes,ProLogistix,"St. Louis, MO - PLX",,Matt Biehl,,119 Industrial Drive,,Granite City,62040
GEODIS-Edwardsville #18,798723,Prospect,Yes,ProLogistix,"St. Louis, MO - PLX",6185123829,Jacob Taylor,,14 Gateway Commerce Center Drive East,,Edwardsville,62025
GF Health Products Inc,790893,Prospect,No,ProLogistix,"St. Louis, MO - PLX",3147315272,Matt Biehl,,12055 Missouri Bottom Rd.,,Hazelwood,63042.0
GRI/HD Supply/Brentwood MO,788062,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",(770) 852-9000,Matt Biehl,11/20/23,1010 Hanley Industrial Court,,Saint Louis,63144
GXOVMS/SC410069/BASF/Palmyra MO,798361,Prospect,Yes,ProLogistix,"St. Louis, MO - PLX",,House Account,,7405 County Road 328,,Palmyra,63461
Hammerhead Group LLC- STL,799632,Customer,No,ProLogistix,"St. Louis, MO - PLX",(786) 522-7762,Jacob Taylor,11/2/25,1215 Dielman Industrial Court,,Saint Louis,63132
Handi-Craft Company,788060,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 773-2979,Matt Biehl,1/29/24,4433 Fyler Ave,,Saint Louis,63116
IDI Distributors,788080,Customer,No,ProLogistix,"St. Louis, MO - PLX",3142914500,Jacob Taylor,4/7/24,5555 St Louis Mls Cir Suite 100,,Hazelwood,63042
"Kenco/Reckitt Benckiser/St. Peters, MO",788057,Customer,Yes,ProLogistix,"St. Louis, MO - PLX",,House Account,11/9/25,2001 Premier Parkway,,Saint Peters,63376
"Koch Air, LLC",788073,Customer,No,ProLogistix,"St. Louis, MO - PLX",(314) 595-7600,Matt Biehl,11/9/25,3141 Riverport Tech Center Dr,,Maryland Heights,63043
Leevers Supermarket Inc.,788061,Customer,No,ProLogistix,"St. Louis, MO - PLX",(941) 962-3362,House Account,12/11/23,500 Wilcox Street,,Castle Rock,80104
